latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.97,-87.73,Road Closure,Hazard,1
41.97,-87.73,Road Closure,Unclassified,164
41.97,-87.73,Traffic Jam,Heavy,225
41.97,-87.73,Traffic Jam,Moderate,18
41.97,-87.73,Traffic Jam,Standstill,280
41.97,-87.73,Traffic Jam,Unclassified,101
41.97,-87.72,Accident,Major,1
41.97,-87.72,Accident,Unclassified,17
41.97,-87.72,Hazard,Road,83
41.97,-87.72,Hazard,Shoulder,6
41.97,-87.72,Hazard,Weather,6
41.97,-87.72,Road Closure,Unclassified,15
41.97,-87.72,Traffic Jam,Heavy,96
41.97,-87.72,Traffic Jam,Moderate,5
41.97,-87.72,Traffic Jam,Standstill,119
41.97,-87.72,Traffic Jam,Unclassified,56
41.97,-87.71,Accident,Major,1
41.97,-87.71,Accident,Minor,1
41.97,-87.71,Accident,Unclassified,31
41.97,-87.71,Hazard,Road,240
41.97,-87.71,Hazard,Shoulder,21
41.97,-87.71,Hazard,Weather,12
41.97,-87.71,Road Closure,Event,1
41.97,-87.71,Road Closure,Unclassified,14
41.97,-87.71,Traffic Jam,Heavy,565
41.97,-87.71,Traffic Jam,Moderate,16
41.97,-87.71,Traffic Jam,Standstill,378
41.97,-87.71,Traffic Jam,Unclassified,136
41.97,-87.7,Accident,Major,2
41.97,-87.7,Accident,Unclassified,8
41.97,-87.7,Hazard,Road,137
41.97,-87.7,Hazard,Shoulder,20
41.97,-87.7,Hazard,Unclassified,2
41.97,-87.7,Hazard,Weather,6
41.97,-87.7,Road Closure,Unclassified,20
41.97,-87.7,Traffic Jam,Heavy,130
41.97,-87.7,Traffic Jam,Moderate,9
41.97,-87.7,Traffic Jam,Standstill,102
41.97,-87.7,Traffic Jam,Unclassified,56
41.97,-87.69,Accident,Major,5
41.97,-87.69,Accident,Minor,2
41.97,-87.69,Accident,Unclassified,28
41.97,-87.69,Hazard,Road,306
41.97,-87.69,Hazard,Shoulder,33
41.97,-87.69,Hazard,Unclassified,2
41.97,-87.69,Hazard,Weather,12
41.97,-87.69,Road Closure,Unclassified,29
41.97,-87.69,Traffic Jam,Heavy,500
41.97,-87.69,Traffic Jam,Moderate,27
41.97,-87.69,Traffic Jam,Standstill,357
41.97,-87.69,Traffic Jam,Unclassified,136
41.97,-87.68,Accident,Major,1
41.97,-87.68,Accident,Minor,2
41.97,-87.68,Accident,Unclassified,8
41.97,-87.68,Hazard,Road,170
41.97,-87.68,Hazard,Shoulder,7
41.97,-87.68,Hazard,Unclassified,1
41.97,-87.68,Hazard,Weather,6
41.97,-87.68,Road Closure,Unclassified,17
41.97,-87.68,Traffic Jam,Heavy,179
41.97,-87.68,Traffic Jam,Moderate,12
41.97,-87.68,Traffic Jam,Standstill,149
41.97,-87.68,Traffic Jam,Unclassified,67
41.97,-87.67,Accident,Major,2
41.97,-87.67,Accident,Minor,2
41.97,-87.67,Accident,Unclassified,22
41.97,-87.67,Hazard,Road,350
41.97,-87.67,Hazard,Shoulder,44
41.97,-87.67,Hazard,Weather,13
41.97,-87.67,Road Closure,Unclassified,27
41.97,-87.67,Traffic Jam,Heavy,302
41.97,-87.67,Traffic Jam,Moderate,10
41.97,-87.67,Traffic Jam,Standstill,274
41.97,-87.67,Traffic Jam,Unclassified,146
41.97,-87.66,Accident,Major,2
41.97,-87.66,Accident,Minor,1
41.97,-87.66,Accident,Unclassified,27
41.97,-87.66,Hazard,Road,421
41.97,-87.66,Hazard,Shoulder,35
41.97,-87.66,Hazard,Unclassified,1
41.97,-87.66,Hazard,Weather,9
41.97,-87.66,Road Closure,Event,10
41.97,-87.66,Road Closure,Unclassified,26
41.97,-87.66,Traffic Jam,Heavy,215
41.97,-87.66,Traffic Jam,Moderate,8
41.97,-87.66,Traffic Jam,Standstill,181
41.97,-87.66,Traffic Jam,Unclassified,133
41.97,-87.65,Accident,Major,5
41.97,-87.65,Accident,Minor,7
41.97,-87.65,Accident,Unclassified,43
41.97,-87.65,Hazard,Road,482
41.97,-87.65,Hazard,Shoulder,188
41.97,-87.65,Hazard,Weather,39
41.97,-87.65,Road Closure,Construction,1
41.97,-87.65,Road Closure,Event,34
41.97,-87.65,Road Closure,Unclassified,40
41.97,-87.65,Traffic Jam,Heavy,303
41.97,-87.65,Traffic Jam,Moderate,6
41.97,-87.65,Traffic Jam,Standstill,361
41.97,-87.65,Traffic Jam,Unclassified,134
41.97,-87.64,Accident,Unclassified,1
41.97,-87.64,Hazard,Road,5
41.97,-87.64,Road Closure,Unclassified,1
41.97,-87.64,Traffic Jam,Heavy,2
41.97,-87.64,Traffic Jam,Standstill,20
41.97,-87.64,Traffic Jam,Unclassified,4
41.98,-87.93,Hazard,Unclassified,24
41.98,-87.91,Accident,Unclassified,1
41.98,-87.91,Hazard,Road,85
41.98,-87.91,Hazard,Shoulder,11
41.98,-87.91,Hazard,Unclassified,15
41.98,-87.91,Hazard,Weather,3
41.98,-87.91,Traffic Jam,Heavy,11
41.98,-87.91,Traffic Jam,Standstill,43
41.98,-87.91,Traffic Jam,Unclassified,26
41.98,-87.9,Accident,Major,4
41.98,-87.9,Accident,Minor,1
41.98,-87.9,Accident,Unclassified,34
41.98,-87.9,Hazard,Road,130
41.98,-87.9,Hazard,Shoulder,165
41.98,-87.9,Hazard,Unclassified,20
41.98,-87.9,Hazard,Weather,6
41.98,-87.9,Road Closure,Unclassified,5
41.98,-87.9,Traffic Jam,Heavy,87
41.98,-87.9,Traffic Jam,Standstill,166
41.98,-87.9,Traffic Jam,Unclassified,56
41.98,-87.89,Accident,Major,3
41.98,-87.89,Accident,Minor,1
41.98,-87.89,Accident,Unclassified,36
41.98,-87.89,Hazard,Road,159
41.98,-87.89,Hazard,Shoulder,146
41.98,-87.89,Hazard,Unclassified,18
41.98,-87.89,Hazard,Weather,13
41.98,-87.89,Road Closure,Unclassified,1
41.98,-87.89,Traffic Jam,Heavy,80
41.98,-87.89,Traffic Jam,Moderate,1
41.98,-87.89,Traffic Jam,Standstill,113
41.98,-87.89,Traffic Jam,Unclassified,62
41.98,-87.88,Accident,Major,19
41.98,-87.88,Accident,Minor,5
41.98,-87.88,Accident,Unclassified,29
41.98,-87.88,Hazard,Road,144
41.98,-87.88,Hazard,Shoulder,726
41.98,-87.88,Hazard,Unclassified,22
41.98,-87.88,Hazard,Weather,6
41.98,-87.88,Road Closure,Event,2
41.98,-87.88,Traffic Jam,Heavy,70
41.98,-87.88,Traffic Jam,Moderate,4
41.98,-87.88,Traffic Jam,Standstill,108
41.98,-87.88,Traffic Jam,Unclassified,37
41.98,-87.86,Hazard,Shoulder,3
41.98,-87.86,Traffic Jam,Heavy,1
41.98,-87.86,Traffic Jam,Unclassified,1
41.98,-87.85,Accident,Major,6
41.98,-87.85,Accident,Unclassified,12
41.98,-87.85,Hazard,Road,89
41.98,-87.85,Hazard,Shoulder,122
41.98,-87.85,Hazard,Unclassified,16
41.98,-87.85,Hazard,Weather,3
41.98,-87.85,Traffic Jam,Heavy,21
41.98,-87.85,Traffic Jam,Standstill,33
41.98,-87.85,Traffic Jam,Unclassified,8
41.98,-87.84,Accident,Major,14
41.98,-87.84,Accident,Minor,4
41.98,-87.84,Accident,Unclassified,65
41.98,-87.84,Hazard,Road,412
41.98,-87.84,Hazard,Shoulder,926
41.98,-87.84,Hazard,Unclassified,55
41.98,-87.84,Hazard,Weather,17
41.98,-87.84,Road Closure,Unclassified,1
41.98,-87.84,Traffic Jam,Heavy,507
41.98,-87.84,Traffic Jam,Moderate,18
41.98,-87.84,Traffic Jam,Standstill,375
41.98,-87.84,Traffic Jam,Unclassified,149
41.98,-87.83,Accident,Major,17
41.98,-87.83,Accident,Minor,5
41.98,-87.83,Accident,Unclassified,41
41.98,-87.83,Hazard,Road,326
41.98,-87.83,Hazard,Shoulder,1267
41.98,-87.83,Hazard,Unclassified,27
41.98,-87.83,Hazard,Weather,6
41.98,-87.83,Road Closure,Event,2
41.98,-87.83,Traffic Jam,Heavy,610
41.98,-87.83,Traffic Jam,Moderate,17
41.98,-87.83,Traffic Jam,Standstill,452
41.98,-87.83,Traffic Jam,Unclassified,137
41.98,-87.82,Accident,Major,28
41.98,-87.82,Accident,Minor,9
41.98,-87.82,Accident,Unclassified,89
41.98,-87.82,Hazard,Road,356
41.98,-87.82,Hazard,Shoulder,720
41.98,-87.82,Hazard,Unclassified,115
41.98,-87.82,Hazard,Weather,9
41.98,-87.82,Road Closure,Event,2
41.98,-87.82,Road Closure,Unclassified,4
41.98,-87.82,Traffic Jam,Heavy,1091
41.98,-87.82,Traffic Jam,Moderate,30
41.98,-87.82,Traffic Jam,Standstill,663
41.98,-87.82,Traffic Jam,Unclassified,249
41.98,-87.81,Accident,Major,40
41.98,-87.81,Accident,Minor,10
41.98,-87.81,Accident,Unclassified,106
41.98,-87.81,Hazard,Road,665
41.98,-87.81,Hazard,Shoulder,1162
41.98,-87.81,Hazard,Unclassified,156
41.98,-87.81,Hazard,Weather,19
41.98,-87.81,Road Closure,Event,2
41.98,-87.81,Road Closure,Unclassified,1
41.98,-87.81,Traffic Jam,Heavy,1417
41.98,-87.81,Traffic Jam,Moderate,59
41.98,-87.81,Traffic Jam,Standstill,827
41.98,-87.81,Traffic Jam,Unclassified,442
41.98,-87.8,Accident,Major,35
41.98,-87.8,Accident,Minor,13
41.98,-87.8,Accident,Unclassified,148
41.98,-87.8,Hazard,Road,295
41.98,-87.8,Hazard,Shoulder,1249
41.98,-87.8,Hazard,Unclassified,15
41.98,-87.8,Hazard,Weather,11
41.98,-87.8,Road Closure,Unclassified,1
41.98,-87.8,Traffic Jam,Heavy,1084
41.98,-87.8,Traffic Jam,Moderate,53
41.98,-87.8,Traffic Jam,Standstill,606
41.98,-87.8,Traffic Jam,Unclassified,373
41.98,-87.79,Accident,Major,72
41.98,-87.79,Accident,Minor,25
41.98,-87.79,Accident,Unclassified,202
41.98,-87.79,Hazard,Road,455
41.98,-87.79,Hazard,Shoulder,1408
41.98,-87.79,Hazard,Unclassified,9
41.98,-87.79,Hazard,Weather,25
41.98,-87.79,Road Closure,Unclassified,4
41.98,-87.79,Traffic Jam,Heavy,1972
41.98,-87.79,Traffic Jam,Moderate,65
41.98,-87.79,Traffic Jam,Standstill,1216
41.98,-87.79,Traffic Jam,Unclassified,610
41.98,-87.78,Accident,Major,42
41.98,-87.78,Accident,Minor,12
41.98,-87.78,Accident,Unclassified,192
41.98,-87.78,Hazard,Road,474
41.98,-87.78,Hazard,Shoulder,1758
41.98,-87.78,Hazard,Unclassified,5
41.98,-87.78,Hazard,Weather,14
41.98,-87.78,Road Closure,Unclassified,3
41.98,-87.78,Traffic Jam,Heavy,2428
41.98,-87.78,Traffic Jam,Moderate,41
41.98,-87.78,Traffic Jam,Standstill,1913
41.98,-87.78,Traffic Jam,Unclassified,604
41.98,-87.77,Accident,Major,25
41.98,-87.77,Accident,Minor,8
41.98,-87.77,Accident,Unclassified,109
41.98,-87.77,Hazard,Road,427
41.98,-87.77,Hazard,Shoulder,764
41.98,-87.77,Hazard,Unclassified,8
41.98,-87.77,Hazard,Weather,16
41.98,-87.77,Road Closure,Unclassified,8
41.98,-87.77,Traffic Jam,Heavy,1345
41.98,-87.77,Traffic Jam,Moderate,29
41.98,-87.77,Traffic Jam,Standstill,1098
41.98,-87.77,Traffic Jam,Unclassified,360
41.98,-87.76,Accident,Minor,2
41.98,-87.76,Accident,Unclassified,13
41.98,-87.76,Hazard,Road,89
41.98,-87.76,Hazard,Shoulder,12
41.98,-87.76,Hazard,Unclassified,2
41.98,-87.76,Hazard,Weather,9
41.98,-87.76,Road Closure,Unclassified,8
41.98,-87.76,Traffic Jam,Heavy,450
41.98,-87.76,Traffic Jam,Moderate,8
41.98,-87.76,Traffic Jam,Standstill,548
41.98,-87.76,Traffic Jam,Unclassified,167
41.98,-87.75,Accident,Major,59
41.98,-87.75,Accident,Minor,18
41.98,-87.75,Accident,Unclassified,181
41.98,-87.75,Hazard,Road,638
41.98,-87.75,Hazard,Shoulder,1865
41.98,-87.75,Hazard,Unclassified,10
41.98,-87.75,Hazard,Weather,21
41.98,-87.75,Road Closure,Event,1
41.98,-87.75,Road Closure,Unclassified,2
41.98,-87.75,Traffic Jam,Heavy,2194
41.98,-87.75,Traffic Jam,Moderate,56
41.98,-87.75,Traffic Jam,Standstill,2347
41.98,-87.75,Traffic Jam,Unclassified,552
41.98,-87.74,Accident,Major,1
41.98,-87.74,Accident,Minor,1
41.98,-87.74,Accident,Unclassified,10
41.98,-87.74,Hazard,Road,182
41.98,-87.74,Hazard,Shoulder,31
41.98,-87.74,Hazard,Weather,3
41.98,-87.74,Road Closure,Event,10
41.98,-87.74,Road Closure,Unclassified,15
41.98,-87.74,Traffic Jam,Heavy,62
41.98,-87.74,Traffic Jam,Moderate,6
41.98,-87.74,Traffic Jam,Standstill,36
41.98,-87.74,Traffic Jam,Unclassified,26
41.98,-87.73,Accident,Major,1
41.98,-87.73,Accident,Minor,2
41.98,-87.73,Accident,Unclassified,19
41.98,-87.73,Hazard,Road,97
41.98,-87.73,Hazard,Shoulder,36
41.98,-87.73,Hazard,Unclassified,1
41.98,-87.73,Hazard,Weather,3
41.98,-87.73,Road Closure,Unclassified,8
41.98,-87.73,Traffic Jam,Heavy,220
41.98,-87.73,Traffic Jam,Moderate,9
41.98,-87.73,Traffic Jam,Standstill,114
41.98,-87.73,Traffic Jam,Unclassified,59
41.98,-87.72,Accident,Major,2
41.98,-87.72,Accident,Minor,2
41.98,-87.72,Accident,Unclassified,5
41.98,-87.72,Hazard,Road,382
41.98,-87.72,Hazard,Shoulder,40
41.98,-87.72,Hazard,Unclassified,1
41.98,-87.72,Road Closure,Construction,1
41.98,-87.72,Road Closure,Unclassified,1
41.98,-87.72,Traffic Jam,Heavy,282
41.98,-87.72,Traffic Jam,Moderate,9
41.98,-87.72,Traffic Jam,Standstill,247
41.98,-87.72,Traffic Jam,Unclassified,83
41.98,-87.71,Accident,Major,1
41.98,-87.71,Accident,Minor,2
41.98,-87.71,Accident,Unclassified,34
41.98,-87.71,Hazard,Road,207
41.98,-87.71,Hazard,Shoulder,42
41.98,-87.71,Hazard,Weather,4
41.98,-87.71,Road Closure,Construction,1
41.98,-87.71,Road Closure,Unclassified,9
41.98,-87.71,Traffic Jam,Heavy,558
41.98,-87.71,Traffic Jam,Moderate,16
41.98,-87.71,Traffic Jam,Standstill,456
41.98,-87.71,Traffic Jam,Unclassified,147
41.98,-87.7,Accident,Major,2
41.98,-87.7,Accident,Minor,1
41.98,-87.7,Accident,Unclassified,9
41.98,-87.7,Hazard,Road,239
41.98,-87.7,Hazard,Shoulder,30
41.98,-87.7,Hazard,Unclassified,1
41.98,-87.7,Hazard,Weather,7
41.98,-87.7,Road Closure,Unclassified,10
41.98,-87.7,Traffic Jam,Heavy,152
41.98,-87.7,Traffic Jam,Moderate,9
41.98,-87.7,Traffic Jam,Standstill,110
41.98,-87.7,Traffic Jam,Unclassified,59
41.98,-87.69,Accident,Major,4
41.98,-87.69,Accident,Minor,1
41.98,-87.69,Accident,Unclassified,40
41.98,-87.69,Hazard,Road,747
41.98,-87.69,Hazard,Shoulder,45
41.98,-87.69,Hazard,Weather,12
41.98,-87.69,Road Closure,Unclassified,25
41.98,-87.69,Traffic Jam,Heavy,596
41.98,-87.69,Traffic Jam,Moderate,33
41.98,-87.69,Traffic Jam,Standstill,442
41.98,-87.69,Traffic Jam,Unclassified,200
41.98,-87.68,Accident,Major,3
41.98,-87.68,Accident,Unclassified,15
41.98,-87.68,Hazard,Road,177
41.98,-87.68,Hazard,Shoulder,17
41.98,-87.68,Hazard,Weather,9
41.98,-87.68,Road Closure,Unclassified,3
41.98,-87.68,Traffic Jam,Heavy,178
41.98,-87.68,Traffic Jam,Moderate,5
41.98,-87.68,Traffic Jam,Standstill,112
41.98,-87.68,Traffic Jam,Unclassified,71
41.98,-87.67,Accident,Major,2
41.98,-87.67,Accident,Minor,1
41.98,-87.67,Accident,Unclassified,37
41.98,-87.67,Hazard,Road,327
41.98,-87.67,Hazard,Shoulder,16
41.98,-87.67,Hazard,Unclassified,14
41.98,-87.67,Hazard,Weather,16
41.98,-87.67,Road Closure,Event,6
41.98,-87.67,Road Closure,Unclassified,53
41.98,-87.67,Traffic Jam,Heavy,277
41.98,-87.67,Traffic Jam,Moderate,6
41.98,-87.67,Traffic Jam,Standstill,170
41.98,-87.67,Traffic Jam,Unclassified,105
41.98,-87.66,Accident,Major,4
41.98,-87.66,Accident,Minor,4
41.98,-87.66,Accident,Unclassified,46
41.98,-87.66,Hazard,Road,588
41.98,-87.66,Hazard,Shoulder,50
41.98,-87.66,Hazard,Unclassified,5
41.98,-87.66,Hazard,Weather,21
41.98,-87.66,Road Closure,Construction,1
41.98,-87.66,Road Closure,Event,46
41.98,-87.66,Road Closure,Hazard,2
41.98,-87.66,Road Closure,Unclassified,145
41.98,-87.66,Traffic Jam,Heavy,974
41.98,-87.66,Traffic Jam,Moderate,19
41.98,-87.66,Traffic Jam,Standstill,1141
41.98,-87.66,Traffic Jam,Unclassified,263
41.98,-87.65,Accident,Major,2
41.98,-87.65,Accident,Minor,9
41.98,-87.65,Accident,Unclassified,47
41.98,-87.65,Hazard,Road,388
41.98,-87.65,Hazard,Shoulder,511
41.98,-87.65,Hazard,Unclassified,13
41.98,-87.65,Hazard,Weather,20
41.98,-87.65,Road Closure,Event,42
41.98,-87.65,Road Closure,Unclassified,23
41.98,-87.65,Traffic Jam,Heavy,302
41.98,-87.65,Traffic Jam,Moderate,4
41.98,-87.65,Traffic Jam,Standstill,437
41.98,-87.65,Traffic Jam,Unclassified,106
41.99,-87.94,Hazard,Unclassified,4
41.99,-87.93,Hazard,Unclassified,4
41.99,-87.92,Hazard,Road,2
41.99,-87.91,Hazard,Unclassified,3
41.99,-87.91,Hazard,Weather,1
41.99,-87.9,Hazard,Unclassified,1
41.99,-87.89,Accident,Major,1
41.99,-87.89,Accident,Unclassified,2
41.99,-87.89,Hazard,Road,28
41.99,-87.89,Hazard,Shoulder,11
41.99,-87.89,Hazard,Unclassified,4
41.99,-87.89,Hazard,Weather,4
41.99,-87.89,Traffic Jam,Heavy,1
41.99,-87.89,Traffic Jam,Standstill,4
41.99,-87.89,Traffic Jam,Unclassified,6
41.99,-87.88,Accident,Major,3
41.99,-87.88,Accident,Unclassified,15
41.99,-87.88,Hazard,Road,170
41.99,-87.88,Hazard,Shoulder,370
41.99,-87.88,Hazard,Unclassified,22
41.99,-87.88,Hazard,Weather,8
41.99,-87.88,Road Closure,Event,1
41.99,-87.88,Traffic Jam,Heavy,3
41.99,-87.88,Traffic Jam,Moderate,1
41.99,-87.88,Traffic Jam,Standstill,12
41.99,-87.88,Traffic Jam,Unclassified,30
41.99,-87.86,Hazard,Road,9
41.99,-87.86,Hazard,Unclassified,2
41.99,-87.86,Hazard,Weather,2
41.99,-87.86,Traffic Jam,Unclassified,4
41.99,-87.85,Accident,Minor,1
41.99,-87.85,Hazard,Road,12
41.99,-87.85,Hazard,Shoulder,1
41.99,-87.85,Hazard,Unclassified,2
41.99,-87.85,Traffic Jam,Heavy,1
41.99,-87.85,Traffic Jam,Unclassified,1
41.99,-87.84,Accident,Major,1
41.99,-87.84,Accident,Minor,1
41.99,-87.84,Accident,Unclassified,4
41.99,-87.84,Hazard,Road,36
41.99,-87.84,Hazard,Shoulder,31
41.99,-87.84,Hazard,Unclassified,13
41.99,-87.84,Hazard,Weather,3
41.99,-87.84,Traffic Jam,Heavy,14
41.99,-87.84,Traffic Jam,Standstill,10
41.99,-87.84,Traffic Jam,Unclassified,5
41.99,-87.83,Accident,Unclassified,1
41.99,-87.83,Hazard,Road,7
41.99,-87.83,Hazard,Shoulder,11
41.99,-87.83,Traffic Jam,Heavy,3
41.99,-87.83,Traffic Jam,Standstill,3
41.99,-87.83,Traffic Jam,Unclassified,1
41.99,-87.82,Accident,Unclassified,4
41.99,-87.82,Hazard,Road,100
41.99,-87.82,Hazard,Shoulder,2
41.99,-87.82,Hazard,Unclassified,276
41.99,-87.82,Hazard,Weather,4
41.99,-87.82,Traffic Jam,Heavy,3
41.99,-87.82,Traffic Jam,Standstill,2
41.99,-87.82,Traffic Jam,Unclassified,6
41.99,-87.81,Accident,Unclassified,11
41.99,-87.81,Hazard,Road,117
41.99,-87.81,Hazard,Shoulder,7
41.99,-87.81,Hazard,Unclassified,127
41.99,-87.81,Road Closure,Unclassified,1
41.99,-87.81,Traffic Jam,Heavy,26
41.99,-87.81,Traffic Jam,Standstill,48
41.99,-87.81,Traffic Jam,Unclassified,16
41.99,-87.8,Accident,Unclassified,3
41.99,-87.8,Hazard,Road,52
41.99,-87.8,Hazard,Shoulder,2
41.99,-87.8,Hazard,Weather,3
41.99,-87.8,Road Closure,Event,13
41.99,-87.8,Road Closure,Unclassified,6
41.99,-87.8,Traffic Jam,Heavy,14
41.99,-87.8,Traffic Jam,Standstill,15
41.99,-87.8,Traffic Jam,Unclassified,18
41.99,-87.79,Accident,Major,3
41.99,-87.79,Accident,Minor,1
41.99,-87.79,Accident,Unclassified,21
41.99,-87.79,Hazard,Road,330
41.99,-87.79,Hazard,Shoulder,10
41.99,-87.79,Hazard,Unclassified,1
41.99,-87.79,Hazard,Weather,4
41.99,-87.79,Road Closure,Event,11
41.99,-87.79,Road Closure,Unclassified,9
41.99,-87.79,Traffic Jam,Heavy,101
41.99,-87.79,Traffic Jam,Moderate,3
41.99,-87.79,Traffic Jam,Standstill,129
41.99,-87.79,Traffic Jam,Unclassified,35
41.99,-87.78,Accident,Major,1
41.99,-87.78,Accident,Minor,1
41.99,-87.78,Accident,Unclassified,12
41.99,-87.78,Hazard,Road,43
41.99,-87.78,Hazard,Shoulder,2
41.99,-87.78,Hazard,Weather,5
41.99,-87.78,Road Closure,Unclassified,19
41.99,-87.78,Traffic Jam,Heavy,7
41.99,-87.78,Traffic Jam,Standstill,6
41.99,-87.78,Traffic Jam,Unclassified,21
41.99,-87.77,Accident,Minor,2
41.99,-87.77,Accident,Unclassified,20
41.99,-87.77,Hazard,Road,77
41.99,-87.77,Hazard,Shoulder,7
41.99,-87.77,Hazard,Weather,1
41.99,-87.77,Road Closure,Unclassified,1
41.99,-87.77,Traffic Jam,Heavy,222
41.99,-87.77,Traffic Jam,Moderate,3
41.99,-87.77,Traffic Jam,Standstill,243
41.99,-87.77,Traffic Jam,Unclassified,58
41.99,-87.76,Accident,Major,1
41.99,-87.76,Accident,Unclassified,9
41.99,-87.76,Hazard,Road,25
41.99,-87.76,Hazard,Shoulder,10
41.99,-87.76,Hazard,Unclassified,1
41.99,-87.76,Hazard,Weather,2
41.99,-87.76,Road Closure,Event,1
41.99,-87.76,Road Closure,Unclassified,5
41.99,-87.76,Traffic Jam,Heavy,97
41.99,-87.76,Traffic Jam,Moderate,3
41.99,-87.76,Traffic Jam,Standstill,143
41.99,-87.76,Traffic Jam,Unclassified,35
41.99,-87.75,Accident,Major,26
41.99,-87.75,Accident,Minor,15
41.99,-87.75,Accident,Unclassified,100
41.99,-87.75,Hazard,Road,460
41.99,-87.75,Hazard,Shoulder,1203
41.99,-87.75,Hazard,Unclassified,11
41.99,-87.75,Hazard,Weather,9
41.99,-87.75,Road Closure,Hazard,1
41.99,-87.75,Road Closure,Unclassified,7
41.99,-87.75,Traffic Jam,Heavy,866
41.99,-87.75,Traffic Jam,Moderate,26
41.99,-87.75,Traffic Jam,Standstill,919
41.99,-87.75,Traffic Jam,Unclassified,242
41.99,-87.74,Accident,Minor,1
41.99,-87.74,Accident,Unclassified,12
41.99,-87.74,Hazard,Road,92
41.99,-87.74,Hazard,Shoulder,14
41.99,-87.74,Hazard,Weather,2
41.99,-87.74,Road Closure,Unclassified,2
41.99,-87.74,Traffic Jam,Heavy,54
41.99,-87.74,Traffic Jam,Moderate,7
41.99,-87.74,Traffic Jam,Standstill,20
41.99,-87.74,Traffic Jam,Unclassified,28
41.99,-87.73,Accident,Major,3
41.99,-87.73,Accident,Minor,1
41.99,-87.73,Accident,Unclassified,24
41.99,-87.73,Hazard,Road,120
41.99,-87.73,Hazard,Shoulder,36
41.99,-87.73,Hazard,Unclassified,2
41.99,-87.73,Hazard,Weather,8
41.99,-87.73,Traffic Jam,Heavy,123
41.99,-87.73,Traffic Jam,Moderate,5
41.99,-87.73,Traffic Jam,Standstill,49
41.99,-87.73,Traffic Jam,Unclassified,56
41.99,-87.72,Accident,Major,1
41.99,-87.72,Accident,Minor,2
41.99,-87.72,Accident,Unclassified,7
41.99,-87.72,Hazard,Road,155
41.99,-87.72,Hazard,Shoulder,17
41.99,-87.72,Hazard,Unclassified,1
41.99,-87.72,Hazard,Weather,10
41.99,-87.72,Road Closure,Hazard,1
41.99,-87.72,Traffic Jam,Heavy,49
41.99,-87.72,Traffic Jam,Moderate,2
41.99,-87.72,Traffic Jam,Standstill,22
41.99,-87.72,Traffic Jam,Unclassified,31
41.99,-87.71,Accident,Major,7
41.99,-87.71,Accident,Minor,7
41.99,-87.71,Accident,Unclassified,74
41.99,-87.71,Hazard,Road,282
41.99,-87.71,Hazard,Shoulder,34
41.99,-87.71,Hazard,Weather,32
41.99,-87.71,Road Closure,Unclassified,2
41.99,-87.71,Traffic Jam,Heavy,552
41.99,-87.71,Traffic Jam,Moderate,24
41.99,-87.71,Traffic Jam,Standstill,312
41.99,-87.71,Traffic Jam,Unclassified,190
41.99,-87.7,Accident,Major,2
41.99,-87.7,Accident,Minor,4
41.99,-87.7,Accident,Unclassified,40
41.99,-87.7,Hazard,Road,268
41.99,-87.7,Hazard,Shoulder,21
41.99,-87.7,Hazard,Unclassified,1
41.99,-87.7,Hazard,Weather,10
41.99,-87.7,Road Closure,Unclassified,15
41.99,-87.7,Traffic Jam,Heavy,295
41.99,-87.7,Traffic Jam,Moderate,16
41.99,-87.7,Traffic Jam,Standstill,251
41.99,-87.7,Traffic Jam,Unclassified,100
41.99,-87.69,Accident,Major,2
41.99,-87.69,Accident,Minor,5
41.99,-87.69,Accident,Unclassified,53
41.99,-87.69,Hazard,Road,180
41.99,-87.69,Hazard,Shoulder,83
41.99,-87.69,Hazard,Unclassified,12
41.99,-87.69,Hazard,Weather,5
41.99,-87.69,Road Closure,Unclassified,8
41.99,-87.69,Traffic Jam,Heavy,402
41.99,-87.69,Traffic Jam,Moderate,25
41.99,-87.69,Traffic Jam,Standstill,246
41.99,-87.69,Traffic Jam,Unclassified,111
41.99,-87.68,Accident,Minor,5
41.99,-87.68,Accident,Unclassified,32
41.99,-87.68,Hazard,Road,171
41.99,-87.68,Hazard,Shoulder,43
41.99,-87.68,Hazard,Weather,6
41.99,-87.68,Road Closure,Construction,2
41.99,-87.68,Road Closure,Unclassified,44
41.99,-87.68,Traffic Jam,Heavy,355
41.99,-87.68,Traffic Jam,Moderate,10
41.99,-87.68,Traffic Jam,Standstill,270
41.99,-87.68,Traffic Jam,Unclassified,116
41.99,-87.67,Accident,Major,7
41.99,-87.67,Accident,Minor,3
41.99,-87.67,Accident,Unclassified,65
41.99,-87.67,Hazard,Road,406
41.99,-87.67,Hazard,Shoulder,98
41.99,-87.67,Hazard,Unclassified,9
41.99,-87.67,Hazard,Weather,19
41.99,-87.67,Road Closure,Construction,2
41.99,-87.67,Road Closure,Unclassified,39
41.99,-87.67,Traffic Jam,Heavy,467
41.99,-87.67,Traffic Jam,Moderate,12
41.99,-87.67,Traffic Jam,Standstill,383
41.99,-87.67,Traffic Jam,Unclassified,146
41.99,-87.66,Accident,Major,9
41.99,-87.66,Accident,Minor,13
41.99,-87.66,Accident,Unclassified,120
41.99,-87.66,Hazard,Road,1217
41.99,-87.66,Hazard,Shoulder,436
41.99,-87.66,Hazard,Unclassified,1
41.99,-87.66,Hazard,Weather,79
41.99,-87.66,Road Closure,Construction,2
